baseline,horizon_h,variable,mae
climatology,24,direct_normal_irradiance,209.41428571428574
climatology,24,diffuse_radiation,0.8571428571428612
climatology,24,temperature_2m,1.2214285714285715
climatology,24,relative_humidity_2m,2.5714285714285694
climatology,24,cloud_cover,0.4285714285714306
climatology,24,wind_speed_100m,5.835714285714286
climatology,24,wind_speed_10m,4.242857142857144
climatology,24,surface_pressure,1.1214285714286234
climatology,24,precipitation,0.1857142857142856
persistence,1,temperature_2m,0.10000000000000142
persistence,1,relative_humidity_2m,2.0
persistence,1,cloud_cover,1.0
persistence,1,wind_speed_100m,0.30000000000000027
persistence,1,wind_speed_10m,0.09999999999999998
persistence,1,surface_pressure,0.0
persistence,1,precipitation,0.0
persistence,6,temperature_2m,1.9000000000000004
persistence,6,relative_humidity_2m,3.0
persistence,6,cloud_cover,53.0
persistence,6,wind_speed_100m,2.5
persistence,6,wind_speed_10m,1.2
persistence,6,surface_pressure,1.5
persistence,6,precipitation,0.0
persistence,12,shortwave_radiation,102.0
persistence,12,direct_normal_irradiance,124.0
persistence,12,diffuse_radiation,9.0
persistence,12,temperature_2m,1.799999999999999
persistence,12,relative_humidity_2m,17.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,3.4000000000000004
persistence,12,wind_speed_10m,2.3999999999999995
persistence,12,surface_pressure,0.5
persistence,12,precipitation,0.19999999999999998
persistence,24,temperature_2m,0.1999999999999993
persistence,24,relative_humidity_2m,0.0
persistence,24,cloud_cover,0.0
persistence,24,wind_speed_100m,0.8999999999999999
persistence,24,wind_speed_10m,2.2
persistence,24,surface_pressure,0.8999999999999773
persistence,24,precipitation,0.0
climatology,1,temperature_2m,1.3499999999999996
climatology,1,relative_humidity_2m,3.785714285714292
climatology,1,cloud_cover,3.5714285714285694
climatology,1,wind_speed_100m,2.1142857142857134
climatology,1,wind_speed_10m,1.5928571428571434
climatology,1,surface_pressure,0.6214285714286234
climatology,1,precipitation,0.5142857142857143
climatology,6,temperature_2m,2.2714285714285722
climatology,6,relative_humidity_2m,4.928571428571431
climatology,6,cloud_cover,52.42857142857143
climatology,6,wind_speed_100m,1.6357142857142861
climatology,6,wind_speed_10m,1.285714285714286
climatology,6,surface_pressure,0.15000000000009095
climatology,6,precipitation,0.17857142857142858
climatology,12,shortwave_radiation,73.78571428571433
climatology,12,direct_normal_irradiance,176.64285714285717
climatology,12,diffuse_radiation,82.0
climatology,12,temperature_2m,2.400000000000004
climatology,12,relative_humidity_2m,18.07142857142857
climatology,12,cloud_cover,7.285714285714292
climatology,12,wind_speed_100m,0.2928571428571427
climatology,12,wind_speed_10m,0.1714285714285726
climatology,12,surface_pressure,0.8714285714286234
climatology,12,precipitation,0.17857142857142858
climatology,24,temperature_2m,1.2571428571428562
climatology,24,relative_humidity_2m,4.928571428571431
climatology,24,cloud_cover,5.714285714285708
climatology,24,wind_speed_100m,2.714285714285715
climatology,24,wind_speed_10m,2.1
climatology,24,surface_pressure,0.10000000000002274
climatology,24,precipitation,0.3714285714285714
arima,1,temperature_2m,0.044231463081427336
arima,1,relative_humidity_2m,0.000718118886354091
arima,1,cloud_cover,0.17492011157061427
arima,1,wind_speed_100m,0.5349425415459694
arima,1,wind_speed_10m,1.8164799503652391
arima,1,surface_pressure,0.6575597033018994
arima,1,precipitation,0.08411654144179485
arima,6,temperature_2m,0.9679605529527731
arima,6,relative_humidity_2m,10.03255279587971
arima,6,cloud_cover,49.38875510770214
arima,6,wind_speed_100m,1.5828876691316438
arima,6,wind_speed_10m,2.252023909469505
arima,6,surface_pressure,0.008701921399847379
arima,6,precipitation,0.16552272223091402
arima,12,shortwave_radiation,768.4160988925303
arima,12,direct_normal_irradiance,652.3789271258862
arima,12,diffuse_radiation,178.29501241973395
arima,12,temperature_2m,4.728083284348299
arima,12,relative_humidity_2m,0.6029844911240474
arima,12,cloud_cover,3.830625641913855
arima,12,wind_speed_100m,1.8967648740955454
arima,12,wind_speed_10m,2.3743359614678305
arima,12,surface_pressure,3.143899371334328
arima,12,precipitation,0.0761627561310769
arima,24,temperature_2m,0.627942128597569
arima,24,relative_humidity_2m,7.490795717854851
arima,24,cloud_cover,3.835149228576867
arima,24,wind_speed_100m,4.044352323078547
arima,24,wind_speed_10m,3.4590415741728493
arima,24,surface_pressure,0.8134999255703406
arima,24,precipitation,0.1769944552498687
persistence,1,temperature_2m,1.5
persistence,1,relative_humidity_2m,2.0
persistence,1,cloud_cover,54.0
persistence,1,wind_speed_100m,3.2
persistence,1,wind_speed_10m,2.5999999999999996
persistence,1,surface_pressure,0.8999999999999773
persistence,1,precipitation,0.3
persistence,6,shortwave_radiation,374.0
persistence,6,direct_normal_irradiance,595.6999999999999
persistence,6,diffuse_radiation,157.0
persistence,6,temperature_2m,0.6999999999999993
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,0.5999999999999996
persistence,6,wind_speed_10m,0.39999999999999947
persistence,6,surface_pressure,1.0
persistence,6,precipitation,0.0
persistence,12,shortwave_radiation,115.0
persistence,12,direct_normal_irradiance,379.0
persistence,12,diffuse_radiation,39.0
persistence,12,temperature_2m,0.1999999999999993
persistence,12,relative_humidity_2m,2.0
persistence,12,cloud_cover,1.0
persistence,12,wind_speed_100m,3.3999999999999995
persistence,12,wind_speed_10m,2.9
persistence,12,surface_pressure,0.20000000000004547
persistence,12,precipitation,0.0
persistence,24,temperature_2m,0.7999999999999989
persistence,24,relative_humidity_2m,1.0
persistence,24,cloud_cover,42.0
persistence,24,wind_speed_100m,3.3
persistence,24,wind_speed_10m,1.6
persistence,24,surface_pressure,0.0
persistence,24,precipitation,0.2
climatology,1,temperature_2m,0.4642857142857135
climatology,1,relative_humidity_2m,6.642857142857139
climatology,1,cloud_cover,5.071428571428569
climatology,1,wind_speed_100m,0.7571428571428571
climatology,1,wind_speed_10m,1.1857142857142855
climatology,1,surface_pressure,0.8571428571428896
climatology,1,precipitation,0.0714285714285714
climatology,6,shortwave_radiation,295.0
climatology,6,direct_normal_irradiance,414.24285714285713
climatology,6,diffuse_radiation,75.64285714285717
climatology,6,temperature_2m,2.7785714285714267
climatology,6,relative_humidity_2m,16.64285714285714
climatology,6,cloud_cover,7.285714285714292
climatology,6,wind_speed_100m,0.1642857142857146
climatology,6,wind_speed_10m,0.4214285714285708
climatology,6,surface_pressure,0.15000000000009095
climatology,6,precipitation,0.1857142857142857
climatology,12,shortwave_radiation,115.78571428571428
climatology,12,direct_normal_irradiance,368.5785714285714
climatology,12,diffuse_radiation,33.071428571428584
climatology,12,temperature_2m,1.1642857142857164
climatology,12,relative_humidity_2m,5.285714285714292
climatology,12,cloud_cover,0.5
climatology,12,wind_speed_100m,2.978571428571427
climatology,12,wind_speed_10m,2.4714285714285724
climatology,12,surface_pressure,0.5714285714285552
climatology,12,precipitation,0.3857142857142856
climatology,24,temperature_2m,0.5857142857142836
climatology,24,relative_humidity_2m,3.0714285714285694
climatology,24,cloud_cover,37.64285714285714
climatology,24,wind_speed_100m,2.564285714285715
climatology,24,wind_speed_10m,2.1214285714285714
climatology,24,surface_pressure,0.7785714285713539
climatology,24,precipitation,0.19285714285714287
persistence,1,shortwave_radiation,300.0
persistence,1,direct_normal_irradiance,492.29999999999995
persistence,1,diffuse_radiation,174.0
persistence,1,temperature_2m,0.5
persistence,1,relative_humidity_2m,9.0
persistence,1,cloud_cover,26.0
persistence,1,wind_speed_100m,2.000000000000001
persistence,1,wind_speed_10m,1.6999999999999993
persistence,1,surface_pressure,0.20000000000004547
persistence,1,precipitation,1.0999999999999999
persistence,6,shortwave_radiation,95.0
persistence,6,direct_normal_irradiance,220.5
persistence,6,diffuse_radiation,5.0
persistence,6,temperature_2m,0.5
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,6.8999999999999995
persistence,6,wind_speed_10m,6.0
persistence,6,surface_pressure,0.20000000000004547
persistence,6,precipitation,2.4
persistence,12,temperature_2m,0.09999999999999964
persistence,12,relative_humidity_2m,0.0
persistence,12,cloud_cover,37.0
persistence,12,wind_speed_100m,0.0
persistence,12,wind_speed_10m,0.4
persistence,12,surface_pressure,0.10000000000002274
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,85.0
persistence,24,direct_normal_irradiance,113.10000000000002
persistence,24,diffuse_radiation,15.0
persistence,24,temperature_2m,0.29999999999999716
persistence,24,relative_humidity_2m,1.0
persistence,24,cloud_cover,53.0
persistence,24,wind_speed_100m,1.7000000000000002
persistence,24,wind_speed_10m,0.8999999999999995
persistence,24,surface_pressure,0.20000000000004547
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,203.5
climatology,1,direct_normal_irradiance,334.6928571428571
climatology,1,diffuse_radiation,115.85714285714283
climatology,1,temperature_2m,0.5857142857142854
climatology,1,relative_humidity_2m,2.214285714285708
climatology,1,cloud_cover,19.214285714285708
climatology,1,wind_speed_100m,1.185714285714286
climatology,1,wind_speed_10m,0.7214285714285715
climatology,1,surface_pressure,0.6285714285713766
climatology,1,precipitation,0.3071428571428573
climatology,6,shortwave_radiation,12.5
climatology,6,direct_normal_irradiance,117.47857142857143
climatology,6,diffuse_radiation,34.0
climatology,6,temperature_2m,1.4357142857142886
climatology,6,relative_humidity_2m,4.285714285714292
climatology,6,cloud_cover,0.5
climatology,6,wind_speed_100m,4.392857142857142
climatology,6,wind_speed_10m,3.9714285714285706
climatology,6,surface_pressure,0.3642857142856428
climatology,6,precipitation,2.0
climatology,12,temperature_2m,0.5
climatology,12,relative_humidity_2m,3.0714285714285694
climatology,12,cloud_cover,8.357142857142861
climatology,12,wind_speed_100m,1.707142857142857
climatology,12,wind_speed_10m,1.4642857142857144
climatology,12,surface_pressure,0.599999999999909
climatology,12,precipitation,0.37142857142857144
climatology,24,shortwave_radiation,251.5
climatology,24,direct_normal_irradiance,412.1357142857143
climatology,24,diffuse_radiation,112.92857142857142
climatology,24,temperature_2m,0.7642857142857125
climatology,24,relative_humidity_2m,6.928571428571431
climatology,24,cloud_cover,7.357142857142861
climatology,24,wind_speed_100m,0.5285714285714276
climatology,24,wind_speed_10m,0.05714285714285694
climatology,24,surface_pressure,0.5714285714284415
climatology,24,precipitation,0.09285714285714292
persistence,1,shortwave_radiation,37.0
persistence,1,direct_normal_irradiance,218.4
persistence,1,diffuse_radiation,0.0
persistence,1,temperature_2m,0.0
persistence,1,relative_humidity_2m,7.0
persistence,1,cloud_cover,34.0
persistence,1,wind_speed_100m,2.1
persistence,1,wind_speed_10m,0.6999999999999997
persistence,1,surface_pressure,0.40000000000009095
persistence,1,precipitation,0.3
persistence,6,temperature_2m,0.3000000000000007
persistence,6,relative_humidity_2m,9.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,0.0
persistence,6,wind_speed_10m,0.19999999999999996
persistence,6,surface_pressure,0.0
persistence,6,precipitation,0.0
persistence,12,temperature_2m,0.09999999999999964
persistence,12,relative_humidity_2m,7.0
persistence,12,cloud_cover,87.0
persistence,12,wind_speed_100m,0.5999999999999999
persistence,12,wind_speed_10m,0.7999999999999999
persistence,12,surface_pressure,0.5
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,65.0
persistence,24,direct_normal_irradiance,187.2
persistence,24,diffuse_radiation,11.0
persistence,24,temperature_2m,0.10000000000000142
persistence,24,relative_humidity_2m,2.0
persistence,24,cloud_cover,20.0
persistence,24,wind_speed_100m,1.1000000000000005
persistence,24,wind_speed_10m,1.0999999999999996
persistence,24,surface_pressure,0.10000000000002274
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,19.92857142857143
climatology,1,direct_normal_irradiance,166.79285714285717
climatology,1,diffuse_radiation,7.857142857142854
climatology,1,temperature_2m,0.31428571428571495
climatology,1,relative_humidity_2m,3.357142857142861
climatology,1,cloud_cover,3.0714285714285694
climatology,1,wind_speed_100m,1.6714285714285713
climatology,1,wind_speed_10m,1.3357142857142854
climatology,1,surface_pressure,0.20000000000015916
climatology,1,precipitation,0.35
climatology,6,temperature_2m,0.07142857142857117
climatology,6,relative_humidity_2m,6.928571428571431
climatology,6,cloud_cover,8.285714285714292
climatology,6,wind_speed_100m,1.414285714285714
climatology,6,wind_speed_10m,1.2142857142857144
climatology,6,surface_pressure,0.6071428571428896
climatology,6,precipitation,0.37142857142857144
climatology,12,temperature_2m,0.7357142857142858
climatology,12,relative_humidity_2m,12.92857142857143
climatology,12,cloud_cover,87.07142857142857
climatology,12,wind_speed_100m,1.892857142857144
climatology,12,wind_speed_10m,0.4714285714285711
climatology,12,surface_pressure,0.9785714285716267
climatology,12,precipitation,0.19285714285714287
climatology,24,shortwave_radiation,22.64285714285714
climatology,24,direct_normal_irradiance,85.79285714285717
climatology,24,diffuse_radiation,10.714285714285708
climatology,24,temperature_2m,1.1285714285714281
climatology,24,relative_humidity_2m,8.0
climatology,24,cloud_cover,19.57142857142857
climatology,24,wind_speed_100m,1.6071428571428568
climatology,24,wind_speed_10m,0.9857142857142858
climatology,24,surface_pressure,0.48571428571415254
climatology,24,precipitation,0.5857142857142856
arima,1,shortwave_radiation,105.51327677357469
arima,1,direct_normal_irradiance,169.83876550071994
arima,1,diffuse_radiation,45.047306913168725
arima,1,temperature_2m,1.6480398497836752
arima,1,relative_humidity_2m,12.183382012391888
arima,1,cloud_cover,32.70158185014242
arima,1,wind_speed_100m,2.4888552019443697
arima,1,wind_speed_10m,2.428263800904763
arima,1,surface_pressure,0.7202982055611074
arima,1,precipitation,0.3037166004818739
arima,6,temperature_2m,2.358334629502126
arima,6,relative_humidity_2m,0.9604070552484387
arima,6,cloud_cover,17.969416792230405
arima,6,wind_speed_100m,4.0686297006441965
arima,6,wind_speed_10m,6.029798968078954
arima,6,surface_pressure,2.5187663619965406
arima,6,precipitation,0.37177866454707
arima,12,temperature_2m,3.757224553816817
arima,12,relative_humidity_2m,5.07619937269898
arima,12,cloud_cover,78.3108837997965
arima,12,wind_speed_100m,3.6526657114472565
arima,12,wind_speed_10m,5.403606290705975
arima,12,surface_pressure,2.208987687020226
arima,12,precipitation,0.3837175749639525
arima,24,shortwave_radiation,181.0224870642981
arima,24,direct_normal_irradiance,176.50663473938062
arima,24,diffuse_radiation,10.906346952072681
arima,24,temperature_2m,0.5427728438460271
arima,24,relative_humidity_2m,3.0775334004492834
arima,24,cloud_cover,6.379643551196651
arima,24,wind_speed_100m,2.0725077295086747
arima,24,wind_speed_10m,1.102288181698417
arima,24,surface_pressure,0.11799104350552625
arima,24,precipitation,0.18490835932327165
persistence,1,temperature_2m,0.40000000000000036
persistence,1,relative_humidity_2m,0.0
persistence,1,cloud_cover,68.0
persistence,1,wind_speed_100m,1.5999999999999999
persistence,1,wind_speed_10m,0.3
persistence,1,surface_pressure,0.5
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.1999999999999993
persistence,6,relative_humidity_2m,9.0
persistence,6,cloud_cover,95.0
persistence,6,wind_speed_100m,3.3
persistence,6,wind_speed_10m,0.09999999999999987
persistence,6,surface_pressure,0.8999999999999773
persistence,6,precipitation,0.0
persistence,12,shortwave_radiation,44.0
persistence,12,direct_normal_irradiance,37.799999999999955
persistence,12,diffuse_radiation,78.0
persistence,12,temperature_2m,0.6999999999999993
persistence,12,relative_humidity_2m,4.0
persistence,12,cloud_cover,20.0
persistence,12,wind_speed_100m,0.9000000000000004
persistence,12,wind_speed_10m,1.0
persistence,12,surface_pressure,0.6999999999999318
persistence,12,precipitation,0.0
persistence,24,temperature_2m,0.6999999999999993
persistence,24,relative_humidity_2m,8.0
persistence,24,cloud_cover,88.0
persistence,24,wind_speed_100m,1.7999999999999998
persistence,24,wind_speed_10m,0.4
persistence,24,surface_pressure,0.0
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.1642857142857146
climatology,1,relative_humidity_2m,7.071428571428569
climatology,1,cloud_cover,67.14285714285714
climatology,1,wind_speed_100m,1.5071428571428565
climatology,1,wind_speed_10m,1.1357142857142857
climatology,1,surface_pressure,0.21428571428566556
climatology,1,precipitation,0.5142857142857143
climatology,6,temperature_2m,0.47857142857142954
climatology,6,relative_humidity_2m,3.857142857142861
climatology,6,cloud_cover,14.57142857142857
climatology,6,wind_speed_100m,1.7499999999999996
climatology,6,wind_speed_10m,0.357142857142857
climatology,6,surface_pressure,0.08571428571440265
climatology,6,precipitation,0.19285714285714287
climatology,12,shortwave_radiation,108.5
climatology,12,direct_normal_irradiance,54.85000000000002
climatology,12,diffuse_radiation,62.14285714285714
climatology,12,temperature_2m,1.9285714285714306
climatology,12,relative_humidity_2m,3.0714285714285694
climatology,12,cloud_cover,10.0
climatology,12,wind_speed_100m,0.34285714285714164
climatology,12,wind_speed_10m,0.6500000000000012
climatology,12,surface_pressure,1.078571428571422
climatology,12,precipitation,0.15000000000000002
climatology,24,temperature_2m,0.8785714285714299
climatology,24,relative_humidity_2m,0.1428571428571388
climatology,24,cloud_cover,13.357142857142861
climatology,24,wind_speed_100m,0.6357142857142857
climatology,24,wind_speed_10m,0.5285714285714285
climatology,24,surface_pressure,0.5142857142855064
climatology,24,precipitation,0.3714285714285714
persistence,1,temperature_2m,0.0
persistence,1,relative_humidity_2m,4.0
persistence,1,cloud_cover,45.0
persistence,1,wind_speed_100m,3.8000000000000003
persistence,1,wind_speed_10m,0.5
persistence,1,surface_pressure,1.3999999999999773
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,4.0
persistence,6,direct_normal_irradiance,102.0
persistence,6,diffuse_radiation,94.0
persistence,6,temperature_2m,0.5
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,1.0
persistence,6,wind_speed_100m,3.6000000000000005
persistence,6,wind_speed_10m,2.8
persistence,6,surface_pressure,0.7999999999999545
persistence,6,precipitation,0.09999999999999998
persistence,12,shortwave_radiation,173.0
persistence,12,direct_normal_irradiance,254.1
persistence,12,diffuse_radiation,71.0
persistence,12,temperature_2m,0.5
persistence,12,relative_humidity_2m,1.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,2.3999999999999995
persistence,12,wind_speed_10m,0.5999999999999996
persistence,12,surface_pressure,0.1999999999999318
persistence,12,precipitation,3.1999999999999997
persistence,24,temperature_2m,0.9000000000000004
persistence,24,relative_humidity_2m,7.0
persistence,24,cloud_cover,30.0
persistence,24,wind_speed_100m,1.5999999999999999
persistence,24,wind_speed_10m,1.2
persistence,24,surface_pressure,1.8000000000000682
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.07857142857142918
climatology,1,relative_humidity_2m,0.4285714285714306
climatology,1,cloud_cover,28.5
climatology,1,wind_speed_100m,1.1642857142857146
climatology,1,wind_speed_10m,0.49285714285714266
climatology,1,surface_pressure,0.6714285714284642
climatology,1,precipitation,0.25
climatology,6,shortwave_radiation,100.28571428571433
climatology,6,direct_normal_irradiance,157.4357142857143
climatology,6,diffuse_radiation,36.928571428571416
climatology,6,temperature_2m,1.4499999999999993
climatology,6,relative_humidity_2m,4.214285714285708
climatology,6,cloud_cover,9.0
climatology,6,wind_speed_100m,3.457142857142858
climatology,6,wind_speed_10m,2.321428571428571
climatology,6,surface_pressure,0.25
climatology,6,precipitation,0.0500000000000001
climatology,12,shortwave_radiation,43.28571428571428
climatology,12,direct_normal_irradiance,55.50714285714284
climatology,12,diffuse_radiation,22.285714285714292
climatology,12,temperature_2m,0.5142857142857142
climatology,12,relative_humidity_2m,0.5714285714285694
climatology,12,cloud_cover,5.0
climatology,12,wind_speed_100m,0.8785714285714281
climatology,12,wind_speed_10m,0.5
climatology,12,surface_pressure,0.07857142857142208
climatology,12,precipitation,2.821428571428571
climatology,24,temperature_2m,0.5785714285714292
climatology,24,relative_humidity_2m,9.285714285714292
climatology,24,cloud_cover,35.35714285714286
climatology,24,wind_speed_100m,1.571428571428572
climatology,24,wind_speed_10m,0.014285714285714235
climatology,24,surface_pressure,2.2642857142857338
climatology,24,precipitation,0.19285714285714287
persistence,1,shortwave_radiation,246.0
persistence,1,direct_normal_irradiance,311.4
persistence,1,diffuse_radiation,52.0
persistence,1,temperature_2m,1.0
persistence,1,relative_humidity_2m,6.0
persistence,1,cloud_cover,21.0
persistence,1,wind_speed_100m,0.20000000000000018
persistence,1,wind_speed_10m,0.5
persistence,1,surface_pressure,0.7000000000000455
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,14.0
persistence,6,direct_normal_irradiance,58.00000000000003
persistence,6,diffuse_radiation,37.0
persistence,6,temperature_2m,0.9000000000000004
persistence,6,relative_humidity_2m,5.0
persistence,6,cloud_cover,31.0
persistence,6,wind_speed_100m,2.1
persistence,6,wind_speed_10m,1.7000000000000002
persistence,6,surface_pressure,1.1000000000000227
persistence,6,precipitation,2.1
persistence,12,temperature_2m,0.3999999999999986
persistence,12,relative_humidity_2m,9.0
persistence,12,cloud_cover,2.0
persistence,12,wind_speed_100m,3.0999999999999996
persistence,12,wind_speed_10m,2.4000000000000004
persistence,12,surface_pressure,1.1000000000000227
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,325.0
persistence,24,direct_normal_irradiance,436.6
persistence,24,diffuse_radiation,61.0
persistence,24,temperature_2m,2.599999999999998
persistence,24,relative_humidity_2m,28.0
persistence,24,cloud_cover,34.0
persistence,24,wind_speed_100m,0.6999999999999993
persistence,24,wind_speed_10m,1.0
persistence,24,surface_pressure,0.1999999999999318
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,97.07142857142856
climatology,1,direct_normal_irradiance,124.95714285714286
climatology,1,diffuse_radiation,19.214285714285722
climatology,1,temperature_2m,1.4785714285714313
climatology,1,relative_humidity_2m,1.5
climatology,1,cloud_cover,21.714285714285708
climatology,1,wind_speed_100m,3.0071428571428553
climatology,1,wind_speed_10m,2.2785714285714285
climatology,1,surface_pressure,1.0500000000000682
climatology,1,precipitation,0.9214285714285713
climatology,6,shortwave_radiation,23.785714285714278
climatology,6,direct_normal_irradiance,98.43571428571434
climatology,6,diffuse_radiation,14.214285714285708
climatology,6,temperature_2m,1.442857142857143
climatology,6,relative_humidity_2m,4.428571428571431
climatology,6,cloud_cover,26.0
climatology,6,wind_speed_100m,3.214285714285715
climatology,6,wind_speed_10m,2.3571428571428568
climatology,6,surface_pressure,1.1000000000000227
climatology,6,precipitation,4.735714285714286
climatology,12,temperature_2m,0.028571428571426694
climatology,12,relative_humidity_2m,10.07142857142857
climatology,12,cloud_cover,13.5
climatology,12,wind_speed_100m,2.9857142857142853
climatology,12,wind_speed_10m,3.9071428571428575
climatology,12,surface_pressure,2.9500000000000455
climatology,12,precipitation,0.2642857142857143
climatology,24,shortwave_radiation,176.57142857142856
climatology,24,direct_normal_irradiance,288.20000000000005
climatology,24,diffuse_radiation,75.57142857142858
climatology,24,temperature_2m,3.164285714285711
climatology,24,relative_humidity_2m,25.0
climatology,24,cloud_cover,16.285714285714292
climatology,24,wind_speed_100m,3.7785714285714285
climatology,24,wind_speed_10m,3.435714285714286
climatology,24,surface_pressure,1.1857142857144254
climatology,24,precipitation,0.04285714285714287
arima,1,shortwave_radiation,245.28920821626605
arima,1,direct_normal_irradiance,300.2955245082924
arima,1,diffuse_radiation,5.162917225118406
arima,1,temperature_2m,0.5914213690402796
arima,1,relative_humidity_2m,0.743446260254558
arima,1,cloud_cover,14.381070238220474
arima,1,wind_speed_100m,1.0118221588960719
arima,1,wind_speed_10m,0.15157287622224924
arima,1,surface_pressure,0.44077728140791805
arima,1,precipitation,0.0714109143524887
arima,6,shortwave_radiation,109.43400434289217
arima,6,direct_normal_irradiance,22.925814232427
arima,6,diffuse_radiation,116.74386026614116
arima,6,temperature_2m,1.8119290034771165
arima,6,relative_humidity_2m,8.286795220548669
arima,6,cloud_cover,7.415590975658091
arima,6,wind_speed_100m,1.938379395752667
arima,6,wind_speed_10m,2.4669651678539566
arima,6,surface_pressure,0.5330062137967388
arima,6,precipitation,5.085875316511459
arima,12,temperature_2m,5.015041960245934
arima,12,relative_humidity_2m,5.017387205935165
arima,12,cloud_cover,19.082469875444573
arima,12,wind_speed_100m,0.7371269809334002
arima,12,wind_speed_10m,0.4318009816651367
arima,12,surface_pressure,3.0797020311053984
arima,12,precipitation,0.414369236001221
arima,24,shortwave_radiation,455.840607356844
arima,24,direct_normal_irradiance,510.59664771558363
arima,24,diffuse_radiation,63.08983945194237
arima,24,temperature_2m,2.984858266052651
arima,24,relative_humidity_2m,27.949607988335202
arima,24,cloud_cover,12.47806355696099
arima,24,wind_speed_100m,0.6665469683371832
arima,24,wind_speed_10m,1.6672260751323726
arima,24,surface_pressure,2.4444369609935848
arima,24,precipitation,0.21470483923082895
persistence,1,shortwave_radiation,35.0
persistence,1,direct_normal_irradiance,256.1
persistence,1,diffuse_radiation,8.0
persistence,1,temperature_2m,0.1999999999999993
persistence,1,relative_humidity_2m,3.0
persistence,1,cloud_cover,2.0
persistence,1,wind_speed_100m,1.2999999999999998
persistence,1,wind_speed_10m,0.09999999999999964
persistence,1,surface_pressure,0.39999999999997726
persistence,1,precipitation,1.9
persistence,6,temperature_2m,0.40000000000000036
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,2.0
persistence,6,wind_speed_100m,0.5
persistence,6,wind_speed_10m,2.6000000000000005
persistence,6,surface_pressure,1.1000000000000227
persistence,6,precipitation,0.0
persistence,12,temperature_2m,1.0999999999999996
persistence,12,relative_humidity_2m,7.0
persistence,12,cloud_cover,52.0
persistence,12,wind_speed_100m,5.800000000000001
persistence,12,wind_speed_10m,4.2
persistence,12,surface_pressure,1.7999999999999545
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,35.0
persistence,24,direct_normal_irradiance,109.70000000000002
persistence,24,diffuse_radiation,9.0
persistence,24,temperature_2m,0.6999999999999993
persistence,24,relative_humidity_2m,15.0
persistence,24,cloud_cover,0.0
persistence,24,wind_speed_100m,6.0
persistence,24,wind_speed_10m,3.4000000000000004
persistence,24,surface_pressure,1.0
persistence,24,precipitation,1.6
climatology,1,shortwave_radiation,0.9285714285714306
climatology,1,direct_normal_irradiance,3.5428571428571445
climatology,1,diffuse_radiation,0.1428571428571459
climatology,1,temperature_2m,0.75
climatology,1,relative_humidity_2m,1.4285714285714306
climatology,1,cloud_cover,3.857142857142861
climatology,1,wind_speed_100m,2.528571428571429
climatology,1,wind_speed_10m,0.5
climatology,1,surface_pressure,1.349999999999909
climatology,1,precipitation,1.6071428571428572
climatology,6,temperature_2m,0.48571428571428577
climatology,6,relative_humidity_2m,8.57142857142857
climatology,6,cloud_cover,11.5
climatology,6,wind_speed_100m,2.2642857142857142
climatology,6,wind_speed_10m,0.964285714285714
climatology,6,surface_pressure,1.6571428571427305
climatology,6,precipitation,0.25
climatology,12,temperature_2m,0.1785714285714306
climatology,12,relative_humidity_2m,7.071428571428569
climatology,12,cloud_cover,21.14285714285714
climatology,12,wind_speed_100m,0.2142857142857144
climatology,12,wind_speed_10m,1.6357142857142857
climatology,12,surface_pressure,2.307142857142935
climatology,12,precipitation,0.049999999999999996
climatology,24,shortwave_radiation,1.5714285714285836
climatology,24,direct_normal_irradiance,62.25714285714287
climatology,24,diffuse_radiation,25.0
climatology,24,temperature_2m,1.992857142857142
climatology,24,relative_humidity_2m,17.214285714285708
climatology,24,cloud_cover,7.214285714285708
climatology,24,wind_speed_100m,5.0
climatology,24,wind_speed_10m,3.057142857142857
climatology,24,surface_pressure,0.20000000000004547
climatology,24,precipitation,1.1785714285714286
persistence,1,temperature_2m,0.7999999999999989
persistence,1,relative_humidity_2m,1.0
persistence,1,cloud_cover,3.0
persistence,1,wind_speed_100m,4.1
persistence,1,wind_speed_10m,1.5
persistence,1,surface_pressure,0.0
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.8000000000000007
persistence,6,relative_humidity_2m,5.0
persistence,6,cloud_cover,2.0
