modo,estrategia,fecha,pv_kwh,costo_total,costo_norm,diesel_L,diesel_h,ens_kwh,ens_h,deficit_kwh,deficit_max_kw,soc_start_kwh,soc_min_kwh,soc_final_kwh,import_kwh,export_kwh,curtailed_kwh,viol
grid30,heur,2026-07-26,179.77616604562493,56648.51387566722,56648.51387566722,429.6786610305082,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.57531924666674,68.72090995438909,0.0,0
grid30,heur,2026-07-27,178.7858418577156,56363.052326560886,56363.052326560886,426.4076610663033,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,179.1067068914285,62.86918712034905,0.0,0
grid30,heur,2026-07-28,204.27943056075685,56249.26822095833,56249.26822095833,425.3980727749304,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.99166926195664,86.58836936774262,0.0,0
grid30,heur,2026-07-29,180.47724219655015,56402.077339347794,56402.077339347794,426.7437363305482,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,179.04655428310923,65.06089838350206,0.0,0
grid30,heur,2026-07-30,194.2763031773748,56523.28629813567,56523.28629813567,427.801219903682,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,179.26917186300113,80.8023671953511,0.0,0
grid30,heur,2026-07-31,192.6368020766043,56412.7204476365,56412.7204476365,427.08343902173294,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.89378449366785,77.6312014577058,0.0,0
grid30,heur,2026-08-01,203.5248635202317,56162.5872020235,56162.5872020235,425.11329927298647,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.07110597269877,84.44155897080456,0.0,0
grid30,heur,2026-08-02,210.5356350872605,56164.53712940729,56164.53712940729,424.5137779093136,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,179.01491464504755,91.38547327871794,0.0,0
grid30,heur,2026-08-03,162.88303947567306,56993.58250951127,56993.58250951127,433.1149750029441,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.58513095185353,57.45680790149267,0.0,0
grid30,heur,2026-08-04,205.22886252549716,56330.28236265568,56330.28236265568,426.5480711763274,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.60691840105272,89.001604469855,0.0,0
